year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2004,Kia,Spectra,LX,sedan,automatic,knafe121145059586,tx,19.0,88997.0,blue,tan,cadillac of arlington,1875.0,2000.0,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkvged8bj297392,mi,23.0,59344.0,red,black,fiserv/usb dealer services northstar exchange,15800.0,13300.0,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
2014,GMC,Yukon,SLT,SUV,automatic,1gks2ce01er118448,az,21.0,13797.0,silver,gray,remarketing by ge/manheim phoenix,37500.0,28000.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3cc808832,nj,19.0,31640.0,black,black,nissan-infiniti lt,17700.0,16200.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2005,Chevrolet,TrailBlazer,LS,suv,automatic,1gndt13sx52187083,nc,25.0,212118.0,gray,beige,hendrick chevrolet,1225.0,1000.0,Mon Jun 15 2015 02:15:00 GMT-0700 (PDT)
2013,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,4s3bmbb6xd3017631,mn,35.0,104906.0,—,black,wheels ltd,10050.0,9400.0,Thu Jan 22 2015 02:45:00 GMT-0800 (PST)
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l38cr249448,tx,5.0,64079.0,white,gray,emkay inc,11850.0,11900.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2008,MINI,Cooper,Base,hatchback,automatic,wmwmf33598tt66720,ca,36.0,100324.0,white,gray,quality acceptance,5400.0,3500.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2014,Acura,RDX,Technology Package,SUV,automatic,5j8tb3h50el004209,ga,48.0,20282.0,silver,black,carworks inc,29500.0,30700.0,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,automatic,3gnbabfw9bs618157,nc,27.0,88945.0,blue,gray,santander consumer,5625.0,6000.0,Mon Feb 09 2015 01:30:00 GMT-0800 (PST)
2013,BMW,M3,Base,Coupe,automatic,wbskg9c51dj594610,nj,41.0,6070.0,white,—,bmw north america greer,52200.0,48000.0,Tue Jan 13 2015 14:00:00 GMT-0800 (PST)
2014,Buick,Regal,Premium I,sedan,automatic,2g4gn5ex9e9311910,il,5.0,27074.0,red,tan,gm remarketing,18750.0,19600.0,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap0en260312,il,46.0,14230.0,beige,beige,nissan north america inc.,16050.0,15300.0,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2005,Buick,LaCrosse,CXL,Sedan,automatic,2g4wd532351318906,nc,36.0,186452.0,green,black,hendrick chevrolet,2700.0,3200.0,Mon Feb 23 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Explorer,Limited,SUV,automatic,1fmhk8f89cga75859,mi,42.0,40621.0,red,black,stratford hyundai,27300.0,27000.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Sonic,LT,hatchback,automatic,1g1jc6sh5d4215446,il,42.0,46401.0,red,black,the hertz corporation,8175.0,8700.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,2c4rdgbg2cr195088,ca,43.0,77291.0,red,beige,ge fleet services for itself/servicer,9050.0,9800.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2004,BMW,3 Series,325Ci,Convertible,automatic,wbabw33464pl27441,nc,19.0,55450.0,blue,gray,myrddin fleet services,8175.0,6500.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2011,Cadillac,Escalade,Premium,suv,automatic,1gys4cefxbr214613,fl,47.0,60353.0,black,black,cire leasing,34000.0,35800.0,Tue Jun 16 2015 02:10:00 GMT-0700 (PDT)
2014,Porsche,Cayenne,GTS,SUV,automatic,wp1ad2a23ela73422,ca,46.0,15694.0,white,black,ecars,77000.0,80750.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2014,Ford,F-250 Super Duty,XL,Crew Cab,automatic,1ft7w2b68eeb33741,tx,49.0,5100.0,white,gray,stanley chevrolet pontiac kaufman,30800.0,29300.0,Wed May 27 2015 03:20:00 GMT-0700 (PDT)
2006,Volkswagen,New Beetle,2.5,Convertible,manual,3vwrf31y46m306052,pa,45.0,45496.0,off-white,beige,adcock brothers inc,4875.0,7400.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a3xd6124489,fl,19.0,41544.0,white,black,kia motors finance,9100.0,7000.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap9dl667101,fl,32.0,46794.0,gray,black,rental car finance corp/(pen),9825.0,9800.0,Thu May 21 2015 02:15:00 GMT-0700 (PDT)
2009,Hyundai,Sonata,GLS,Sedan,automatic,5npet46c49h553353,va,38.0,99996.0,blue,gray,fiserv,5175.0,6000.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2008,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71ex8a320843,ca,39.0,94272.0,silver,tan,premium auto wholesale,16900.0,17500.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2006,Toyota,Avalon,XL,sedan,automatic,4t1bk36b46u112391,md,33.0,117953.0,white,gray,wells fargo dealer services,6975.0,6200.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,Ford,F-150,King Ranch,SuperCrew,automatic,1ftrw08l22ke15266,nc,45.0,218418.0,blue,tan,hendrick kia of cary,3800.0,6700.0,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
2006,Nissan,Murano,S,SUV,automatic,jn8az08t06w402264,fl,32.0,142094.0,gold,beige,coggin toyota at the avenues,4750.0,5100.0,Thu Feb 12 2015 05:00:00 GMT-0800 (PST)
2007,Toyota,Tundra,SR5,CrewMax Cab,automatic,5tbev54157s457488,fl,27.0,242169.0,blue,black,dab auto world & leasing,9325.0,9700.0,Tue Feb 03 2015 08:00:00 GMT-0800 (PST)
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f3xaa094150,ma,36.0,34778.0,silver,black,boch new to you superstore,10300.0,11200.0,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
2013,GMC,Terrain,SLE-1,SUV,automatic,2gkalmek9d6323137,az,42.0,22013.0,black,black,jpmorgan chase bank n.a.,17900.0,18700.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d8gp44l65r312151,mi,2.0,176443.0,silver,gray,credit acceptance corp/vrs/southfield,1650.0,1300.0,Thu Feb 26 2015 01:30:00 GMT-0800 (PST)
2005,Dodge,Caravan,SE,Minivan,automatic,1d4gp25b35b275554,fl,22.0,148107.0,silver,gray,autonation honda sanford,1275.0,900.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,Sprinter,2500 144 WB Cargo,Van,automatic,wd3pe7cc6c5650287,ca,41.0,52987.0,white,black,aaero sweet company,21800.0,27250.0,Thu Feb 26 2015 03:30:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg5er395837,mn,3.0,30859.0,black,black,pv holding inc/gdp,18200.0,18500.0,Wed Feb 11 2015 05:00:00 GMT-0800 (PST)
2011,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e13bf258778,or,39.0,61538.0,brown,brown,gm financial,8100.0,9100.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2006,Nissan,Altima,2.5 S,sedan,automatic,1n4al11d16c188849,ga,24.0,173629.0,gray,gray,nalley nissan of atlanta,2175.0,1800.0,Tue Jun 02 2015 06:00:00 GMT-0700 (PDT)
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd6kt8cs156695,tx,34.0,42500.0,white,—,chrysler capital,19450.0,20300.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2008,Nissan,Sentra,2,Sedan,automatic,3n1ab61e28l726889,nc,19.0,155349.0,black,gray,remarketing by ge/bellwether comm credit union,3625.0,2800.0,Mon Mar 02 2015 01:00:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp6el402315,ca,49.0,8390.0,white,black,nissan north america inc.,11750.0,12250.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2cu555451,fl,36.0,40340.0,gray,gray,world omni financial corporation,12850.0,12650.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Escape,Titanium,suv,automatic,1fmcu9jx2eua09957,ny,36.0,36306.0,gray,black,ford motor credit company llc,21600.0,20900.0,Wed Jun 10 2015 02:20:00 GMT-0700 (PDT)
2005,Kia,Sedona,LX,Minivan,automatic,kndup132156727104,oh,19.0,121736.0,white,gray,heritage acceptance,1525.0,1000.0,Thu Feb 05 2015 01:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f27el138248,mo,42.0,12566.0,silver,black,fifth third bank,12750.0,13500.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 S,sedan,automatic,1n4aa5ap8cc808115,fl,43.0,30936.0,black,black,nissan-infiniti lt,17250.0,15800.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2014,Dodge,Avenger,SE,sedan,automatic,1c3cdzab3en108584,il,35.0,12769.0,silver,black,consolidated asset recovery systems  inc.,12000.0,11600.0,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
2013,BMW,7 Series,740i,Sedan,automatic,wbaya6c58dc995364,fl,22.0,27579.0,black,black,financial services remarketing (lease),37900.0,20200.0,Thu Dec 18 2014 00:00:00 GMT-0800 (PST)
2011,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnscke08br272998,tx,32.0,47002.0,white,beige,cm investments,32300.0,32000.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2005,Chevrolet,Malibu,LS,Sedan,automatic,1g1zt54885f134893,tx,2.0,173001.0,white,gray,onemain remarketing services,1900.0,1100.0,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2012,Scion,xB,Base,wagon,automatic,jtlze4fe3cj009488,fl,19.0,46782.0,brown,black,world omni financial corporation,11050.0,9700.0,Wed Jun 03 2015 02:50:00 GMT-0700 (PDT)
2012,Audi,S4,Premium Plus quattro,sedan,manual,waumgafl3ca024180,wi,44.0,84766.0,white,black,robert preussler motors llc,29900.0,27900.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f26dl253034,oh,41.0,65396.0,burgundy,black,dtg operations inc,9200.0,9500.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcgxer181800,mo,36.0,40605.0,burgundy,black,avis corporation,15900.0,16000.0,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
2007,HUMMER,H3,Base,SUV,automatic,5gtdn13e778141894,fl,41.0,124188.0,silver,black,jpmorgan chase bank n.a.,9950.0,9800.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2010,Nissan,Murano,SL,suv,automatic,jn8az1mw5aw103707,nc,29.0,110337.0,gray,gray,rippy cadillac llc,11650.0,10000.0,Mon Jun 15 2015 02:30:00 GMT-0700 (PDT)
2011,Ford,Escape,XLS,suv,automatic,1fmcu0c70bkc43241,fl,48.0,64958.0,gray,gray,ge fleet services for itself/servicer,9275.0,10000.0,Fri Jun 19 2015 02:15:00 GMT-0700 (PDT)
2009,Toyota,Camry,Base,Sedan,automatic,4t1be46k89u875371,ga,23.0,122320.0,gold,gray,santander consumer,6975.0,6900.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2009,Dodge,Grand Caravan,SE,Minivan,automatic,2d8hn44e69r596351,in,31.0,144290.0,silver,black,first exchange bank,5250.0,3100.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2010,Toyota,RAV4,Sport,SUV,automatic,2t3wk4dvxaw006161,wi,45.0,60460.0,blue,tan,muller nissan subaru vw,14800.0,14900.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1c4bjweg3dl552546,ca,49.0,22157.0,red,black,m l sim,29600.0,28000.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2010,BMW,3 Series,328i xDrive,sedan,automatic,wbapk5c57aa650742,nj,35.0,36065.0,silver,gray,bmw of mount laurel,16500.0,17000.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
2012,Kia,Sorento,EX,SUV,automatic,5xyku4a66cg210138,oh,48.0,59667.0,green,tan,exceptional motorcar llc,13950.0,14400.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2004,Audi,A4,1.8T quattro,Sedan,automatic,waulc68e44a024600,co,19.0,126025.0,silver,black,echopark,3450.0,2400.0,Tue Mar 10 2015 05:00:00 GMT-0700 (PDT)
2011,Ford,Focus,SE,Sedan,automatic,1fahp3fn1bw182669,tx,28.0,80090.0,black,gray,jpmorgan chase bank n.a.,6600.0,4700.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2014,MINI,Cooper Paceman,S,Hatchback,automatic,wmwss5c57ewn67282,oh,49.0,6668.0,blue,—,bmw mini north america,20100.0,19250.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
2008,Lexus,LX 570,Base,SUV,automatic,jtjhy00w484013206,md,45.0,83690.0,black,tan,lexus of annapolis,35900.0,37400.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2011,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ac3bu295346,fl,39.0,66526.0,black,brown,mercedes benz of daytona beach,12450.0,13500.0,Wed Feb 18 2015 01:40:00 GMT-0800 (PST)
2012,Chevrolet,Equinox,LT,SUV,automatic,2gnaldek5c6187686,ca,44.0,55986.0,silver,black,ge fleet services for itself/servicer,13200.0,14750.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2014,Kia,Cadenza,Premium,Sedan,automatic,knaln4d74e5152965,ca,23.0,7630.0,white,black,kia motors america  inc -lemon law buybacks,21800.0,16000.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2007,Toyota,Camry,CE,Sedan,automatic,4t1be46k17u690642,ga,35.0,135280.0,silver,gray,gwinnett place ford,6050.0,7900.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2004,Nissan,Maxima,3.5 SL,sedan,automatic,1n4ba41e84c826502,nc,2.0,202572.0,red,beige,dt credit corporation,1425.0,600.0,Tue Jun 16 2015 01:30:00 GMT-0700 (PDT)
2008,Honda,Civic,EX-L,Coupe,automatic,2hgfg12918h553059,md,42.0,26105.0,black,gray,exeter finance corp,8825.0,10700.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2010,Mitsubishi,Lancer,ES,sedan,automatic,ja32u2fu5au024502,ga,19.0,70256.0,blue,black,santander consumer,6400.0,5200.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2009,Mitsubishi,Lancer,ES,Sedan,manual,ja3au26u29u023315,ca,28.0,126522.0,black,black,clear view systems,3775.0,4400.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae6dh333744,tn,39.0,49480.0,white,black,avis corporation,10650.0,10100.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2009,Kia,Optima,LX,Sedan,manual,knage228595363034,ga,25.0,67065.0,red,beige,wells fargo dealer services,6075.0,4500.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2011,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap5bn431304,fl,21.0,61278.0,gray,black,santander consumer,8750.0,8500.0,Wed Jun 03 2015 02:05:00 GMT-0700 (PDT)
2011,GMC,Sierra 1500,SLT,Crew Cab,automatic,3gtp2we30bg323607,mi,36.0,48451.0,red,black,stratford hyundai,26300.0,24700.0,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54179r653865,nc,29.0,62813.0,black,gray,medlin hyundai,11150.0,17000.0,Mon May 25 2015 02:00:00 GMT-0700 (PDT)
2013,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej0dm227395,tx,39.0,48569.0,black,gray,mid city mcandrew motors,8575.0,9000.0,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2006,Mercedes-Benz,R-Class,R350,wagon,automatic,4jgcb65e96a014749,ca,19.0,115017.0,white,beige,consumer portfolio services,6500.0,4500.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm720814,ca,37.0,17440.0,gray,black,nissan infiniti lt,21800.0,21250.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Ford,Flex,Limited,Wagon,automatic,2fmhk6dcxbbd23201,nc,35.0,48355.0,burgundy,black,remarketing by ge/manheim pennsylvania,20900.0,16500.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2010,Chevrolet,Equinox,LT2,SUV,automatic,2cnalpew4a6314272,va,44.0,56826.0,white,gray,brown's manassas subaru,12200.0,12900.0,Thu Feb 19 2015 01:05:00 GMT-0800 (PST)
2013,Dodge,Challenger,SXT,Coupe,automatic,2c3cdyag8dh652267,tx,37.0,15560.0,black,—,santander consumer,20200.0,20000.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jaxcr293289,nj,45.0,32597.0,red,black,ford motor credit company llc,12950.0,14000.0,Wed Feb 18 2015 01:00:00 GMT-0800 (PST)
2012,Volkswagen,Jetta,Base,Sedan,automatic,3vw2k7aj7cm401904,il,24.0,50251.0,gray,gray,the hertz corporation,8400.0,8600.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2010,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee1ac318077,ga,27.0,92154.0,silver,gray,santander consumer,7175.0,7300.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2006,Honda,Odyssey,Touring,Minivan,automatic,5fnrl38876b116669,ca,26.0,119728.0,silver,gray,northwest import sales,7575.0,9400.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2012,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae8cu232893,nc,39.0,63308.0,blue,gray,chrysler capital,7450.0,7700.0,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2008,Mercedes-Benz,E-Class,E320 BLUETEC,sedan,automatic,wdbuf22x18b282931,tx,41.0,99327.0,black,beige,fairway ford henderson,11550.0,12700.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap5cn523840,fl,38.0,38693.0,gray,black,nissan-infiniti lt,11350.0,11200.0,Thu Jun 11 2015 02:15:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,hatchback,automatic,1fadp3k24dl219096,oh,21.0,29958.0,black,tan,ford motor credit company llc,10800.0,7900.0,Tue Jun 09 2015 02:00:00 GMT-0700 (PDT)
2013,Jeep,Wrangler,Rubicon,SUV,manual,1c4bjwcg6dl694392,fl,5.0,5287.0,silver,black,tdaf remarketing,29200.0,29400.0,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
2013,BMW,M6,Base,coupe,automatic,wbslx9c57dc968422,oh,49.0,1251.0,—,black,bmw na manheim new jersey,73000.0,74500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2012,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe8cm200242,ca,42.0,16372.0,blue,beige,nissan infiniti lt,26500.0,29000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4ad3c5020288,nv,26.0,37175.0,silver,black,bmw alphera/alphera financial services,13450.0,13000.0,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e01cf355595,or,35.0,48012.0,white,black,the hertz corporation,10050.0,10700.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500,LT2,Crew Cab,automatic,3gcec13j47g505648,tx,29.0,146598.0,blue,gray,texas rv outlet superstore,10950.0,12200.0,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
2013,FIAT,500,Sport,hatchback,automatic,3c3cffbr2dt618590,mn,35.0,46781.0,blue,black,hertz car exchange inc/oklahoma city,8975.0,8500.0,Wed Jun 10 2015 03:30:00 GMT-0700 (PDT)
2005,Pontiac,Grand Prix,GT,Sedan,automatic,2g2ws522551300438,mo,19.0,177796.0,silver,black,hendrick chevrolet shawnee mission,1625.0,2900.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2010,Toyota,RAV4,Limited,SUV,automatic,jtmdk4dv2a5090670,mo,37.0,105049.0,white,gray,car city inc,12200.0,14500.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Sonic,LTZ,Sedan,automatic,1g1je5sbxd4229181,tn,44.0,40128.0,blue,gray,avis corporation,9675.0,9900.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,CLK-Class,CLK500,Convertible,automatic,wdbtk75jx5f154588,fl,19.0,68799.0,black,beige,westlake financial services,10950.0,7500.0,Thu Feb 26 2015 07:00:00 GMT-0800 (PST)
2000,Chevrolet,Silverado 2500,HD,Extended Cab,automatic,1gcgk29u5ye345629,ga,19.0,146112.0,beige,black,bush motors,3300.0,5500.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2013,Volkswagen,CC,R-Line PZEV,Sedan,automatic,wvwbp7an3de535999,wa,29.0,54502.0,gray,black,the hertz corporation,13300.0,13000.0,Wed Jun 03 2015 06:20:00 GMT-0700 (PDT)
2003,Volkswagen,Jetta,GLS,Sedan,automatic,3vwsk69m03m039181,ga,19.0,129108.0,white,black,asbury automotive group,1750.0,1100.0,Tue May 19 2015 06:00:00 GMT-0700 (PDT)
2014,Ford,Flex,Limited,Wagon,automatic,2fmhk6d8xebd29208,nj,19.0,15575.0,blue,black,enterprise veh exchange/rental,28700.0,21000.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2004,Toyota,Highlander,Base,SUV,automatic,jtegp21a240032284,sc,35.0,128276.0,silver,gray,rick hendrick dodge chrysler jeep ram,6325.0,5700.0,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2012,Ford,Mustang,GT Premium,coupe,manual,1zvbp8cf8c5203046,mo,3.0,64432.0,yellow,black,remarketing by ge/ted a rea inc,20200.0,21000.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbe08dr233169,nv,37.0,57783.0,beige,black,the hertz corporation,27300.0,27000.0,Fri Feb 20 2015 04:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f46cc007950,il,43.0,39249.0,black,gray,ahfc/honda lease/trust/hvt  inc. eot acuras,16450.0,17600.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2010,Lincoln,MKX,Base,SUV,automatic,2lmdj8jc8abj28976,pa,47.0,82454.0,white,tan,ron lewis chrysler dodge jeep ram,14950.0,14200.0,Wed Feb 25 2015 01:00:00 GMT-0800 (PST)
2014,Ford,Taurus,SEL,Sedan,automatic,1fahp2e82eg144159,mo,41.0,21243.0,blue,gray,ford motor credit company,17150.0,17000.0,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2010,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap5al405585,fl,19.0,98551.0,black,black,jpmorgan chase bank n.a.,4850.0,5100.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2007,Toyota,Camry,LE,sedan,automatic,4t1be46k27u721591,fl,23.0,90027.0,silver,—,westlake financial services,6675.0,5900.0,Thu Jun 11 2015 08:00:00 GMT-0700 (PDT)
2013,Ram,1500,Tradesman,Quad Cab,automatic,1c6rr6ft0ds513235,pa,37.0,71194.0,black,gray,r hollenshead auto sales inc,17650.0,16700.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2012,Toyota,Prius,Three,hatchback,automatic,jtdkn3du2c5381088,wa,38.0,32294.0,silver,gray,toyota financial services,13950.0,17200.0,Wed Jun 17 2015 07:00:00 GMT-0700 (PDT)
2011,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5gb6bf085149,ga,21.0,68976.0,black,—,mercedes-benz financial services,22700.0,20500.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,automatic,kndjt2a69d7483818,nv,39.0,59439.0,green,black,dtg operations inc,10700.0,11600.0,Fri Feb 06 2015 04:00:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,automatic,jn8as5mt3dw502993,nv,35.0,60573.0,silver,gray,bmw alphera/alphera financial services,11750.0,12800.0,Fri May 22 2015 05:00:00 GMT-0700 (PDT)
2007,Honda,Civic,EX,Sedan,automatic,1hgfa16837l090670,mi,28.0,154470.0,white,tan,lafontaine subaru,4675.0,4800.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae8du741535,ca,37.0,31027.0,silver,gray,best quality auto sls corp,10800.0,10500.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2008,Nissan,Titan,SE,Crew Cab,automatic,1n6aa07d48n341665,nv,24.0,76219.0,black,gray,wells fargo dealer services,12000.0,11000.0,Fri Feb 06 2015 04:00:00 GMT-0800 (PST)
2006,Volkswagen,Jetta,2.5,Sedan,automatic,3vwsf71kx6m627453,nj,19.0,74037.0,black,black,paramus ford inc,4425.0,4400.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2003,Chevrolet,Malibu,Base,Sedan,automatic,1g1nd52j13m500803,fl,19.0,175755.0,gold,beige,autonation toyota scion weston,850.0,1800.0,Wed Jan 14 2015 08:30:00 GMT-0800 (PST)
2011,Ford,Edge,SE,SUV,automatic,2fmdk3gc0bbb01873,ne,41.0,64279.0,black,tan,dm northwest inc,12700.0,12000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gx48s72c313632,fl,24.0,188889.0,gray,black,santander consumer,1350.0,400.0,Tue Dec 23 2014 12:10:00 GMT-0800 (PST)
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu9j9xeub66315,mo,44.0,33728.0,gray,gray,ars/avis budget group,22300.0,22000.0,Tue Mar 03 2015 03:00:00 GMT-0800 (PST)
2011,MINI,Cooper,S,Hatchback,automatic,wmwsv3c50bty10908,wi,37.0,27562.0,green,black,knauz continental autos inc,13250.0,14000.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2006,Infiniti,M35,Base,sedan,automatic,jnkay01e26m107669,ca,41.0,121929.0,black,black,crb auto finance,8075.0,6400.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
